Petition,URL,State,Signatures Count
No homework at secondary school,https://petition.parliament.uk/archived/petitions/239278,rejected,18
Ban Homework in the UK,https://petition.parliament.uk/archived/petitions/239279,rejected,7
Stop the testing and farming of DOGs.,https://petition.parliament.uk/archived/petitions/239282,rejected,6
We would like the Government to introduce the P-Card.,https://petition.parliament.uk/archived/petitions/239288,rejected,6
Make homework optional for students in secondary school in the uk,https://petition.parliament.uk/archived/petitions/239289,rejected,6
Mandatory labeling for all manufactured plastics to improve UK plastic recycling,https://petition.parliament.uk/archived/petitions/239290,rejected,9
Kids shouldn’t get so much homework as it makes them to stressed,https://petition.parliament.uk/archived/petitions/239299,rejected,6
Clarify the criteria for Secure Accommodation that is used by Local Authorities.,https://petition.parliament.uk/archived/petitions/239301,closed,16
Let school students go anywhere in school uniforms.,https://petition.parliament.uk/archived/petitions/239312,rejected,8
Call for a review of parliament and the whole political system in this Country.,https://petition.parliament.uk/archived/petitions/239316,rejected,8
Repeal the Spring Traps Approval (England) Order 2018,https://petition.parliament.uk/archived/petitions/239322,closed,946
Give back the koh-i-Noor to india🇮🇳,https://petition.parliament.uk/archived/petitions/239324,rejected,6
"Save my Nan and Grandads caravan, on their own land.",https://petition.parliament.uk/archived/petitions/239333,rejected,21
Allow students to do physical education with mixed genders,https://petition.parliament.uk/archived/petitions/239336,rejected,7
Allow motorcyclists with a valid CBT (aged 17+) to have up to a 300cc.,https://petition.parliament.uk/archived/petitions/239343,closed,4047
Make the holocaust compulsory learning in secondary schools.,https://petition.parliament.uk/archived/petitions/239345,rejected,7
Counter petition so school does not start at 10am,https://petition.parliament.uk/archived/petitions/239354,rejected,6
Stop the process of the European Union (Withdrawal) (No. 3) Bill 2017-19.,https://petition.parliament.uk/archived/petitions/239365,closed,16
Allow students to wear jackets or hoodies in cold weather at secondary school.,https://petition.parliament.uk/archived/petitions/239372,rejected,6
"introduce a Somaliland flag and location on every device, map and atlas in UK",https://petition.parliament.uk/archived/petitions/239376,rejected,9
Non school uniform in all schools,https://petition.parliament.uk/archived/petitions/239380,rejected,6
Make it a law for every school to start at 10am,https://petition.parliament.uk/archived/petitions/239383,rejected,7
Bring E85 Fuel into the UK and make vehicle manufactures offer upgraded vehicle,https://petition.parliament.uk/archived/petitions/239394,rejected,21
Let Scotland Host Another Year Of Young People.,https://petition.parliament.uk/archived/petitions/239395,rejected,10
Ban homework,https://petition.parliament.uk/archived/petitions/239401,rejected,12
Undertake an independent enquiry into the role of Russia in Brexit.,https://petition.parliament.uk/archived/petitions/239406,closed,14846
Encourage Japan to reverse their decision to resume commercial whaling on 1/7/19,https://petition.parliament.uk/archived/petitions/239418,rejected,6
Start a public information campaign about the role of young counsellors.,https://petition.parliament.uk/archived/petitions/239419,closed,303
School needs to finish earlier and start later,https://petition.parliament.uk/archived/petitions/239423,closed,21
Increase Minimum wage to £10 per hour,https://petition.parliament.uk/archived/petitions/239424,rejected,21
Allow 14-16 Year olds to be payed £4.50 minimum wage,https://petition.parliament.uk/archived/petitions/239429,closed,16
The School Week Should Start On A Tuesday and End On Friday.,https://petition.parliament.uk/archived/petitions/239434,closed,11
Make marijuana available for medicinal and recreational use for above 18s,https://petition.parliament.uk/archived/petitions/239438,rejected,8
Make online homophobia a specific criminal offence,https://petition.parliament.uk/archived/petitions/239444,closed,153506
Let Nigel farage lead us out of Europe and be in charge of brexit immediately,https://petition.parliament.uk/archived/petitions/239448,rejected,6
If the temperature is below freezing ban physical education in school,https://petition.parliament.uk/archived/petitions/239454,rejected,6
School days are cut down,https://petition.parliament.uk/archived/petitions/239457,rejected,6
Make it so student get the choice to do homework in schools.,https://petition.parliament.uk/archived/petitions/239458,rejected,6
Add LGBT information in to sex education for teenagers. (and improve as a whole),https://petition.parliament.uk/archived/petitions/239466,rejected,9
Teens need 8 to 10 hours of sleep. School should start at 9:00 or 9:30.,https://petition.parliament.uk/archived/petitions/239489,rejected,6
Kids can drive at the age of 16,https://petition.parliament.uk/archived/petitions/239501,closed,33
"Introduce new homeless scheme. 
Review DCLG's pledge of £500m back in 2016",https://petition.parliament.uk/archived/petitions/239510,rejected,7
to stop the uniform in the UK,https://petition.parliament.uk/archived/petitions/239511,rejected,6
"IF MP's FORCE THROUGH A SECOND REFERENDUM, I WILL NOT VOTE IN THE NEXT ELECTION.",https://petition.parliament.uk/archived/petitions/239516,rejected,6
Deselect any MP that went against their own constituency,https://petition.parliament.uk/archived/petitions/239518,rejected,6
Hold a general election due to the current failing and unstable government.,https://petition.parliament.uk/archived/petitions/239523,rejected,7
Fund baby milk on prescription to all babies who need it.,https://petition.parliament.uk/archived/petitions/239531,closed,23
The uk should have a 3 day weekend,https://petition.parliament.uk/archived/petitions/239534,rejected,6
"Stop the building of the 
Masjid Quba on Hamstead Rd",https://petition.parliament.uk/archived/petitions/239536,rejected,6
To lengthen the period of staying in your caravan all year round in caravan park,https://petition.parliament.uk/archived/petitions/239538,rejected,6
A ‘code of conduct’  enquiry is called for to investigate Members of Parliament,https://petition.parliament.uk/archived/petitions/239543,rejected,21
Mental health needs to be taught about in the education system!,https://petition.parliament.uk/archived/petitions/239545,rejected,11
Allow free period products for girls up until they reach the age of 18.,https://petition.parliament.uk/archived/petitions/239549,rejected,6
"I think school should be held Monday to Wednesday, giving us a longer weekend",https://petition.parliament.uk/archived/petitions/239550,closed,17
I think that children yr 7-9 should be able to have a 2.5 day weekend,https://petition.parliament.uk/archived/petitions/239556,closed,14
Legalision of weed for recreational use,https://petition.parliament.uk/archived/petitions/239571,rejected,6
Pool pennies from cash transactions into government fund for ex-service people,https://petition.parliament.uk/archived/petitions/239573,closed,35
Stop Brexit because there was no legal basis to trigger article 50,https://petition.parliament.uk/archived/petitions/239575,rejected,9
"Acid attacks in the UK are at a rise, the Government should deter these attacks.",https://petition.parliament.uk/archived/petitions/239576,closed,21
Life imprisonment for paedophiles/child killers,https://petition.parliament.uk/archived/petitions/239579,rejected,21
Manifestos used in a General Election to be become legally binding.,https://petition.parliament.uk/archived/petitions/239582,rejected,21
No Homework as it takes over teens high schoolers social life,https://petition.parliament.uk/archived/petitions/239586,rejected,15
"MP's whose constituents voted leave the EU Must also vote leave, or resign now.",https://petition.parliament.uk/archived/petitions/239590,rejected,6
"Education at Schools ‘Must’ include Teaching ‘Respect’ to All, NO Respect today.",https://petition.parliament.uk/archived/petitions/239591,rejected,7
Stop Delaying or Revoking Article 50.,https://petition.parliament.uk/archived/petitions/239592,rejected,9
Ban Zero Hour Contracts for all 3rd Party Dock Workers and Stevedores.,https://petition.parliament.uk/archived/petitions/239593,closed,39
I'm asking about full exclusion for motorcycles and moppeds from ULEZ standards.,https://petition.parliament.uk/archived/petitions/239594,rejected,16
EACH TEENAGER SHOULD HAVE RIGHTS TO VOTE 13 AND OVER,https://petition.parliament.uk/archived/petitions/239599,rejected,8
Make eSports compulsory in school.,https://petition.parliament.uk/archived/petitions/239600,rejected,6
Make food company’s guarantee products are free from allergens,https://petition.parliament.uk/archived/petitions/239602,rejected,16
Change DWP unfair advantage over claimant.,https://petition.parliament.uk/archived/petitions/239604,rejected,11
Schools should start a period late on Monday mornings to take the edge off them.,https://petition.parliament.uk/archived/petitions/239618,closed,28
Return the Indian Kohinoor (Koh-i-Nur) Diamond to India.,https://petition.parliament.uk/archived/petitions/239623,rejected,8
There should be a shop built in Brockdish as some people don’t drive,https://petition.parliament.uk/archived/petitions/239625,rejected,6
Bring a permanent ice rink to Leicester,https://petition.parliament.uk/archived/petitions/239627,rejected,7
Raise awareness and fund research into Diffuse Intrinsic Pontine Glioma (DIPG)  ,https://petition.parliament.uk/archived/petitions/239638,closed,41675
Require all secondary schools to make home learning optional,https://petition.parliament.uk/archived/petitions/239641,rejected,6
"Increase funding for ambulances so they reach people in time, every time.",https://petition.parliament.uk/archived/petitions/239643,closed,17
Make medical cannabis legal for GP prescription ,https://petition.parliament.uk/archived/petitions/239647,rejected,16
"Students should be allowed to Dye their hair whatever colour, even at school.",https://petition.parliament.uk/archived/petitions/239657,rejected,8
Ban plastic golf tees from sale in the UK.,https://petition.parliament.uk/archived/petitions/239667,rejected,6
Ensure Vegetarian/Vegan food is prepared and served away from Meat,https://petition.parliament.uk/archived/petitions/239669,rejected,6
Discuss having to pay  fees when making an amendment to an insurance policy.,https://petition.parliament.uk/archived/petitions/239671,rejected,8
Full British Citizenship for all EU citizens with settled status free of charge,https://petition.parliament.uk/archived/petitions/239672,rejected,19
Investigate claims of wrong cost estimates for HS2,https://petition.parliament.uk/archived/petitions/239679,closed,303
Stop culling healthy deer in London's Royal Parks,https://petition.parliament.uk/archived/petitions/239680,rejected,7
Compel Local Authorities (LAs) to use Empty Dwelling Management Orders (EDMOs),https://petition.parliament.uk/archived/petitions/239681,rejected,16
Abolish GCSEs,https://petition.parliament.uk/archived/petitions/239682,closed,72
Ask the French government to stop killing and maiming the French people.,https://petition.parliament.uk/archived/petitions/239687,rejected,21
UK must condemn use of violence by police against peaceful protesters in France.,https://petition.parliament.uk/archived/petitions/239689,rejected,21
Increase Sentencing for possession of a knife,https://petition.parliament.uk/archived/petitions/239690,rejected,6
Keep CBD on the market as a food supplement.,https://petition.parliament.uk/archived/petitions/239692,closed,12828
make weed Legal for adhd,https://petition.parliament.uk/archived/petitions/239693,rejected,8
"No more referenda lies - sovereign Parliament, create a proper referenda process",https://petition.parliament.uk/archived/petitions/239696,rejected,7
A campaign for life-skills to be included in the national curriculum,https://petition.parliament.uk/archived/petitions/239697,rejected,7
Lower the minimum voting age from 18 to 16 years old.,https://petition.parliament.uk/archived/petitions/239699,rejected,9
"Scrap the uk tv license, make the bbc go commercial.",https://petition.parliament.uk/archived/petitions/239700,rejected,16
Set shorter referral times for mental health treatment on the NHS,https://petition.parliament.uk/archived/petitions/239701,closed,759
No Homework over school holidays and half term.,https://petition.parliament.uk/archived/petitions/239702,rejected,6
Keep electronics at Calday Grange Grammar School,https://petition.parliament.uk/archived/petitions/239703,rejected,21
If a MP is sentenced to a custodial sentence they lose the seat.,https://petition.parliament.uk/archived/petitions/239705,rejected,21
Revoke Art.50 if there is no Brexit plan by the 25 of February,https://petition.parliament.uk/archived/petitions/239706,closed,150531
"Blocking no deal should not be an option, we voted leave deal or no deal",https://petition.parliament.uk/archived/petitions/239709,rejected,8
Invoke article 24,https://petition.parliament.uk/archived/petitions/239714,rejected,6
To put LGBT+ Rights history into the UK secondary school curriculum,https://petition.parliament.uk/archived/petitions/239722,rejected,6
Stop uniform at school it expresses everyone's true personality,https://petition.parliament.uk/archived/petitions/239728,rejected,7
Forcibly remove Fiona Onasanya as the MP for Peterborough,https://petition.parliament.uk/archived/petitions/239729,rejected,21
Make the title of ADVANCED CLINICAL PRACTITIONER a regulated protected title,https://petition.parliament.uk/archived/petitions/239731,rejected,6
Any MP convicted of a criminal offence should lose their seat automatically.,https://petition.parliament.uk/archived/petitions/239740,rejected,13
"Put a stop to the £300,000 Margaret Thatcher statue in Grantham!!",https://petition.parliament.uk/archived/petitions/239742,rejected,10
All pregnant women should be tested for strep b,https://petition.parliament.uk/archived/petitions/239744,rejected,7
"End the protection wings in prisons for paedos, rapist  and child killers",https://petition.parliament.uk/archived/petitions/239751,rejected,21
Stop this jailed MP from staying on as Peterborough MP Fiona Onasanya,https://petition.parliament.uk/archived/petitions/239753,rejected,21
Prohibit discussion in Parliament of a 'Citizen's Panel',https://petition.parliament.uk/archived/petitions/239755,rejected,7
Set up emergency homeless shelters in Birmingham for the cold Winter weather.,https://petition.parliament.uk/archived/petitions/239756,rejected,6
Ban Animal Testing,https://petition.parliament.uk/archived/petitions/239758,rejected,8
Accept the result of the Referendum,https://petition.parliament.uk/archived/petitions/239765,rejected,8
Change child maintenance system. It should help the participating parent.,https://petition.parliament.uk/archived/petitions/239766,rejected,7
Smoking should only be legal in homes and illigal in Public,https://petition.parliament.uk/archived/petitions/239783,rejected,6
Ban animal testing (not just in cosmetics),https://petition.parliament.uk/archived/petitions/239785,rejected,7
Every Friday at schools should be non-uniform,https://petition.parliament.uk/archived/petitions/239794,rejected,6
Call a General Election with immediate effect.,https://petition.parliament.uk/archived/petitions/239795,rejected,7
All babies to have a pulse oximetry test as part of a newborn screening,https://petition.parliament.uk/archived/petitions/239797,closed,567
Children should not get homework!,https://petition.parliament.uk/archived/petitions/239799,rejected,7
Stop stealing our children.Stop forced adoption.,https://petition.parliament.uk/archived/petitions/239800,rejected,21
Make first aid and sign language a compulsory lesson in the English curriculum.,https://petition.parliament.uk/archived/petitions/239809,rejected,21
To offer screening & preventative treatment for babies with flat head syndrome,https://petition.parliament.uk/archived/petitions/239812,closed,628
Use £39bn to help prevent UK tax payers from dying waiting for NHS help.,https://petition.parliament.uk/archived/petitions/239818,rejected,19
Stop 650 or so MP’s guessing what we wanted when we voted for Brexit.,https://petition.parliament.uk/archived/petitions/239821,rejected,7
Reimbursement of all small landlords full arrears and recovery costs due to UC,https://petition.parliament.uk/archived/petitions/239823,rejected,8
Stop using Student Finance as income when calculating Universal Credit benefit.,https://petition.parliament.uk/archived/petitions/239825,closed,947
Government to condemn actions of French police against the protests.,https://petition.parliament.uk/archived/petitions/239844,rejected,21
Introduce random drink & drug testing to both Houses or Parliament MP & Lords,https://petition.parliament.uk/archived/petitions/239846,rejected,16
Ban the sale of Shark fin soup in the UK,https://petition.parliament.uk/archived/petitions/239849,rejected,15
Make it a criminal offence for MPs to deliberately mislead the general public.,https://petition.parliament.uk/archived/petitions/239850,closed,30296
MPs receiving custodial sentence to be dismissed and a bi-election triggered,https://petition.parliament.uk/archived/petitions/239852,rejected,10
Stop the closing of the Hertford McDonalds MacciesMovement,https://petition.parliament.uk/archived/petitions/239854,rejected,6
Get more businesses to become Disability Confident Employers,https://petition.parliament.uk/archived/petitions/239857,rejected,6
Teach young kids from primary school age to how to manage plastic with ecobricks,https://petition.parliament.uk/archived/petitions/239860,rejected,6
Move seedless grapes to the vegetable aisle,https://petition.parliament.uk/archived/petitions/239863,rejected,8
schools let us wear our own clothes,https://petition.parliament.uk/archived/petitions/239864,rejected,6
"The 2016 referendum was unfairly biased, undemocratic and should be annulled.",https://petition.parliament.uk/archived/petitions/239866,rejected,7
Law to recognize that there is more than two genders,https://petition.parliament.uk/archived/petitions/239870,rejected,7
An MP found guilty of a criminal offence is immediately dismissed by Parliament.,https://petition.parliament.uk/archived/petitions/239871,rejected,8
With respect to video games - Address aggressive marketing tactics in AAA games,https://petition.parliament.uk/archived/petitions/239872,rejected,14
Stop entertaining petitions regards brexit. Democracy has already been decided,https://petition.parliament.uk/archived/petitions/239876,rejected,6
If no other cure cannabis and THC oil has to be the way forward.,https://petition.parliament.uk/archived/petitions/239879,rejected,10
Reduce council tax in line with cuts to services for the public,https://petition.parliament.uk/archived/petitions/239880,rejected,8
Routinely test pregnant women for Group B Strep,https://petition.parliament.uk/archived/petitions/239884,closed,441
Make Friday weekend.,https://petition.parliament.uk/archived/petitions/239892,rejected,7
"Make it compulsory for schools to teach basic signing, such as Makaton",https://petition.parliament.uk/archived/petitions/239893,closed,20912
Abolish the standard daily charge on energy meters.,https://petition.parliament.uk/archived/petitions/239894,rejected,6
How will MPs begin to rebuild public trust in politics? Demand for urgent debate,https://petition.parliament.uk/archived/petitions/239895,rejected,7
"Do not lower UK food standards just to ease trade deals post Brexit
 
",https://petition.parliament.uk/archived/petitions/239898,closed,1355
Legislate so no MP serves more than two fixed terms of Parliament or ten years,https://petition.parliament.uk/archived/petitions/239900,closed,33
schools should be less strict with uniform,https://petition.parliament.uk/archived/petitions/239904,rejected,8
"Stop Atos taking taxpayer's money, due to evidence of negligent assessments.",https://petition.parliament.uk/archived/petitions/239910,rejected,21
Make Global Warming top of the political agenda.,https://petition.parliament.uk/archived/petitions/239911,rejected,20
Place a Fair charge £20.00 Cap on Council PCN charges,https://petition.parliament.uk/archived/petitions/239913,closed,27
The UK must not pay the EU £39 Billion Brexit bill unless there is a deal.,https://petition.parliament.uk/archived/petitions/239914,rejected,6
Ban the import and sale of animal furs sourced from wild animals,https://petition.parliament.uk/archived/petitions/239920,closed,38
LET ALL THE PEOPLE OF THE UK HAVE A SAY IN FUTURE INDEPENDENCE REFERENDUMS,https://petition.parliament.uk/archived/petitions/239922,rejected,6
High taxi insurances,https://petition.parliament.uk/archived/petitions/239923,rejected,12
SAVE OUR CBD,https://petition.parliament.uk/archived/petitions/239924,rejected,21
cameras in special need schools and transport,https://petition.parliament.uk/archived/petitions/239927,rejected,21
No divorce bill to be paid to the eu in the event of a no Deal brexit,https://petition.parliament.uk/archived/petitions/239928,rejected,21
Use Belfast for the maintenance of the UK carrier fleet.,https://petition.parliament.uk/archived/petitions/239933,closed,102
New cats eyes on the A703 road from Peebles to Edinburgh,https://petition.parliament.uk/archived/petitions/239935,rejected,21
Take the threat of ‘No Deal’ off the table!,https://petition.parliament.uk/archived/petitions/239946,rejected,6
To give Sir David Attenborough the Lord status.,https://petition.parliament.uk/archived/petitions/239953,rejected,6
Stop the proposed ban on CBD oil and derivative products in the UK.,https://petition.parliament.uk/archived/petitions/239954,rejected,19
Ensure the Mental Health Act takes account of autism,https://petition.parliament.uk/archived/petitions/239957,rejected,21
Trigger Article 24 of the WTO's General Agreement on Tariffs and Trade,https://petition.parliament.uk/archived/petitions/239967,rejected,12
Debate the UK asking EU for WTO Article 24 Brexit,https://petition.parliament.uk/archived/petitions/239975,rejected,13
BANNED! DISQUALIFY PUBLIC OFFICIALS FOUND GUILTY OF A SERIOUS OFFENCE,https://petition.parliament.uk/archived/petitions/239976,rejected,21
Every city and town should have a safe house for children and teens in need.,https://petition.parliament.uk/archived/petitions/239977,rejected,10
Immediately remove from office any MP awarded a custodial sentence.,https://petition.parliament.uk/archived/petitions/239982,rejected,6
Evoke Article 24 of the World Trade Organisation Policy,https://petition.parliament.uk/archived/petitions/239985,rejected,6
Make LGBT education and history part of the national curriculum,https://petition.parliament.uk/archived/petitions/239986,rejected,7
Reprimand Matt Hancock for not fulfilling his task as Health Minister,https://petition.parliament.uk/archived/petitions/239992,rejected,18
Provide a detailed breakdown of £39 billion owed to the EU prior to payment,https://petition.parliament.uk/archived/petitions/239993,rejected,9
"Revoke the BBC charter.
It's behaved disgracefully and is not fit for purpose.",https://petition.parliament.uk/archived/petitions/239994,rejected,21
"The UK Government should negotiate to invoke Article 24 (GATT) for a ""soft"" WTO",https://petition.parliament.uk/archived/petitions/239998,closed,91
A minimum 6 month driving ban for mobile phone use whilst driving.,https://petition.parliament.uk/archived/petitions/240006,closed,97
"Brexit could be going better, perhaps we need another vote.",https://petition.parliament.uk/archived/petitions/240009,rejected,15
Improve migration patrols on the Kent Coastline and the current migrant crisis.,https://petition.parliament.uk/archived/petitions/240010,rejected,6
Any MP who is found guilty of a criminal act should lose their job immediately,https://petition.parliament.uk/archived/petitions/240012,rejected,7
Amend health and safety law restricting employee taking action against employer,https://petition.parliament.uk/archived/petitions/240014,rejected,10
Stop paying disgraced MP Fiona Onasay and withdraw her from her seat.,https://petition.parliament.uk/archived/petitions/240016,rejected,10
Reconsider the 2017 changes to the structure of the GCSE examinations.,https://petition.parliament.uk/archived/petitions/240017,closed,36
Acknowledge that the advisory 2016 referendum has already been respected in full,https://petition.parliament.uk/archived/petitions/240019,rejected,21
Make it a law for schools in England to start at 10am.,https://petition.parliament.uk/archived/petitions/240020,rejected,21
More homeless shelters should be opened in local areas,https://petition.parliament.uk/archived/petitions/240024,rejected,21
Ensure that any MP sentenced to a prison term immediately loses their seat.,https://petition.parliament.uk/archived/petitions/240026,rejected,21
make strong representations to Japan to cease the killing of whales,https://petition.parliament.uk/archived/petitions/240028,rejected,6
Make any payment to EU contingent upon independently audited accounts,https://petition.parliament.uk/archived/petitions/240033,rejected,7
To have the DCPC stopped,https://petition.parliament.uk/archived/petitions/240034,closed,14
"Stop those who have served a prison term from being, or continuing to be, an MP.",https://petition.parliament.uk/archived/petitions/240035,rejected,21
Introduce tougher penalties for commercial fly-tipping,https://petition.parliament.uk/archived/petitions/240036,closed,500
Exit the European Union and conform with World Trade Organisation regulations.,https://petition.parliament.uk/archived/petitions/240040,rejected,10
Students Should Be Able To Wear What They Want To School.,https://petition.parliament.uk/archived/petitions/240043,rejected,6
Make placenta and cord donation optional at all hospitals!,https://petition.parliament.uk/archived/petitions/240044,closed,12
Ban Arthur Goldberg from the United Kingdom.,https://petition.parliament.uk/archived/petitions/240049,closed,86
Give pads for free because we didn’t ask for period every month.,https://petition.parliament.uk/archived/petitions/240052,rejected,9
Stop building cycle lanes In London.,https://petition.parliament.uk/archived/petitions/240070,rejected,21
Rehouse the homeless into permanent housing,https://petition.parliament.uk/archived/petitions/240072,closed,54
Allow students to take in their laptops during lessons to take notes to go over,https://petition.parliament.uk/archived/petitions/240078,rejected,6
Lower the legal age for drone usage,https://petition.parliament.uk/archived/petitions/240080,rejected,6
"Absolutely no deal, wto, no £39 billion, we voted for no deal!",https://petition.parliament.uk/archived/petitions/240081,rejected,12
Make elder abuse a specific criminal offence ,https://petition.parliament.uk/archived/petitions/240085,closed,73
Stop the proposed ban of High Street CBD cannabis products for up to 18 months,https://petition.parliament.uk/archived/petitions/240087,rejected,7
Revoke Article 50 before 22:59 on March 29th 2019 to avoid economic/social harm,https://petition.parliament.uk/archived/petitions/240091,rejected,21
Laser hair removal free on the NHS for women with polycystic ovaries (PCOS),https://petition.parliament.uk/archived/petitions/240092,closed,263
Save our local Walk In Centre - The Pinn Medical Centre,https://petition.parliament.uk/archived/petitions/240096,rejected,7
Every town/city across the UK to open up an empty building for the homeles.,https://petition.parliament.uk/archived/petitions/240100,rejected,21
All U.K nightclub doorways to have knife and gun detection arches by law.,https://petition.parliament.uk/archived/petitions/240104,closed,106
"Fire the Civil Servant, Oliver Robbins.",https://petition.parliament.uk/archived/petitions/240105,rejected,6
"To add to all parliamentary ballot papers the option to vote for ""NONE"".",https://petition.parliament.uk/archived/petitions/240115,rejected,15
Allow pets travel in aeroplane from / to Uk,https://petition.parliament.uk/archived/petitions/240120,rejected,21
Allow serving Military Personnel to suspend services during overseas deployments,https://petition.parliament.uk/archived/petitions/240127,rejected,8
"Introcude machines in the supermarkets to recycle pet bottles, cans and get paid",https://petition.parliament.uk/archived/petitions/240130,closed,20
Save caradogs learning support classes,https://petition.parliament.uk/archived/petitions/240133,rejected,6
Save CATCHOOS (Communication Autism Team Children Out Of School Service),https://petition.parliament.uk/archived/petitions/240135,rejected,21
Fund a national day and memorial to the sacrifices of LGBT+ campaigners,https://petition.parliament.uk/archived/petitions/240139,closed,86
"Stop the Closure of Barclays Bank, Pateley Bridge - the only bank in Nidderdale",https://petition.parliament.uk/archived/petitions/240142,rejected,6
Men shouldn’t pay child maintenance for a child if trapped in to a pregnancy,https://petition.parliament.uk/archived/petitions/240144,rejected,8
Stop Physical Education (PE) from being compulsory from Year 9 to Year 11,https://petition.parliament.uk/archived/petitions/240145,closed,12
Include a None of the above vote on every ballot paper and include  in results,https://petition.parliament.uk/archived/petitions/240148,rejected,6
Get the homeless off the streets and stop them from dying on our streets,https://petition.parliament.uk/archived/petitions/240152,rejected,6
Stop all hospital car parking charges,https://petition.parliament.uk/archived/petitions/240157,closed,134
How the EU £39bn settlement is broken down in a detailed statement.,https://petition.parliament.uk/archived/petitions/240158,rejected,21
Free parking for residents who park outside their own house.,https://petition.parliament.uk/archived/petitions/240159,rejected,6
Pacemaker/defibrillator,https://petition.parliament.uk/archived/petitions/240163,rejected,21
No more TV license fee! Scrap the fee!,https://petition.parliament.uk/archived/petitions/240165,rejected,21
Do not allow CBD oil to be removed from shop shelves.,https://petition.parliament.uk/archived/petitions/240170,rejected,6
No to increasing tv license fees,https://petition.parliament.uk/archived/petitions/240173,closed,72
Make Paternity leave 3 full paid months with option to extend 6 months part pay,https://petition.parliament.uk/archived/petitions/240176,rejected,12
"Declare a Climate Emergency, end fossil fuel use and build community resilience.",https://petition.parliament.uk/archived/petitions/240178,closed,3939
Ban social media for under 16s,https://petition.parliament.uk/archived/petitions/240180,closed,53
make more homeless shelters for the homeless,https://petition.parliament.uk/archived/petitions/240181,rejected,8
Make advertising for paid lifts illegal unless it's through a licensed operator.,https://petition.parliament.uk/archived/petitions/240182,closed,1025
Set safe havens for babies when mothers are in need or in trouble,https://petition.parliament.uk/archived/petitions/240187,rejected,6
"Winter Tyres should be compulsory from October - April,",https://petition.parliament.uk/archived/petitions/240195,closed,16
Dog breeders must have a license before they breed dogs prone to health issues,https://petition.parliament.uk/archived/petitions/240196,rejected,6
Make it a legal requirement to show all materials used in clothing and footwear.,https://petition.parliament.uk/archived/petitions/240199,closed,36
Marvins Law: Review and amend the current 1991 Dangerous dogs act.,https://petition.parliament.uk/archived/petitions/240203,rejected,21
Scrap the TV licence,https://petition.parliament.uk/archived/petitions/240204,rejected,21
Make Philip Schofield the face of the new £50 note.,https://petition.parliament.uk/archived/petitions/240206,rejected,6
"Abolish current PIP assessment, replace with one that considers all disabilities",https://petition.parliament.uk/archived/petitions/240207,rejected,6
De-criminalise non-payment of Television License Fee payment,https://petition.parliament.uk/archived/petitions/240208,rejected,7
Scrap the tv license,https://petition.parliament.uk/archived/petitions/240209,rejected,7
Ban drivers from refusing school children on bus for lost or damaged Oyster card,https://petition.parliament.uk/archived/petitions/240222,rejected,8
Ban the use of mobile phones in schools,https://petition.parliament.uk/archived/petitions/240223,closed,29
Start smear tests at the age of 18,https://petition.parliament.uk/archived/petitions/240225,rejected,6
Scrap the tv licence,https://petition.parliament.uk/archived/petitions/240227,rejected,6
End the BBC TV license fee,https://petition.parliament.uk/archived/petitions/240228,rejected,21
Abolish the BBC element of the TV license fee and make it subscription based.,https://petition.parliament.uk/archived/petitions/240229,rejected,20
Make BBC license fee subscription only instead of forcing people to pay.,https://petition.parliament.uk/archived/petitions/240231,rejected,21
Review the provision of hospital meals.,https://petition.parliament.uk/archived/petitions/240234,closed,27
"Tell the Government if Brexit is not delivered, we will start their deselection",https://petition.parliament.uk/archived/petitions/240235,rejected,21
"review of the conditions of the breeding licence, forced vaccination for lepto",https://petition.parliament.uk/archived/petitions/240237,rejected,6
"Reduce mps wages from 77,379 per annum to 30,000 per annum. To end homeslessness",https://petition.parliament.uk/archived/petitions/240239,rejected,21
Tv license to be free and pay only if you want to watch the bbc,https://petition.parliament.uk/archived/petitions/240243,rejected,6
"Debate the nationalization of banks, overseen and driven forward by Government",https://petition.parliament.uk/archived/petitions/240245,rejected,21
School grades should be given in letters not numbers,https://petition.parliament.uk/archived/petitions/240248,rejected,6
Make cyclists comply with more of the road traffic act.,https://petition.parliament.uk/archived/petitions/240251,rejected,8
Prevent insurance for Tenant Damage indiscriminately excluding pet damage,https://petition.parliament.uk/archived/petitions/240253,rejected,7
Sack Fiona Onasanya,https://petition.parliament.uk/archived/petitions/240256,rejected,9
Make everyone applying to come to the UK apply under the same rules for a visa.,https://petition.parliament.uk/archived/petitions/240257,rejected,10
BBC to fund themselves and scrap the TV licence,https://petition.parliament.uk/archived/petitions/240258,rejected,6
To get all councils to open empty buildings for the homeless to use,https://petition.parliament.uk/archived/petitions/240259,rejected,21
Make paying the BBC license fee optional.,https://petition.parliament.uk/archived/petitions/240280,rejected,6
Make it compulsory to wear a helmet while riding a bike on public roads.,https://petition.parliament.uk/archived/petitions/240281,rejected,10
Have an independent inquiry into the finances of Flintshire county council.,https://petition.parliament.uk/archived/petitions/240282,rejected,7
Lower the voting age to 16 in England and Wales.,https://petition.parliament.uk/archived/petitions/240283,rejected,7
Change the English national anthem to Jerusalem.,https://petition.parliament.uk/archived/petitions/240285,rejected,14
Artem shypulya vivre et laisser vivre,https://petition.parliament.uk/archived/petitions/240291,rejected,6
Any MP convicted of a criminal offence should be removed from office immediately,https://petition.parliament.uk/archived/petitions/240295,rejected,14
