biz_type,name,postcode,rating_date,rating_key,rating_value
Restaurant/Cafe/Canteen,Deli Plus Ltd,CF10 2EH,2018-08-06,fhrs_5_en-GB,5
Retailers - other,Delikatesy Mis,CF11 6RX,2020-02-05,fhrs_3_en-GB,3
Mobile caterer,Delivision,CF11 8DL,2019-02-07,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Demiros Restaurant,CF10 5BZ,2018-09-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Depot Warehouse Limited,CF10 5BZ,2018-02-16,fhrs_4_en-GB,4
Retailers - other,Deri Stores,CF14 6SA,2019-06-18,fhrs_4_en-GB,4
Retailers - other,Desai Newsagents,CF24 2DS,2019-01-04,fhrs_1_en-GB,1
Takeaway/sandwich shop,Desi Balti,CF23 7EY,2019-10-24,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Desi Karahi & Grill,CF11 6LR,2020-08-13,fhrs_0_en-GB,0
Takeaway/sandwich shop,Desi Snack,CF3 4FA,2017-12-20,fhrs_5_en-GB,5
Takeaway/sandwich shop,Desserts 101,CF11 6FR,2020-07-29,fhrs_3_en-GB,3
Takeaway/sandwich shop,Desserts 2 Doors,CF11 6FR,2018-09-12,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Devauden Care Home,CF3 4LJ,2016-09-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,Devonia Fish Bar,CF14 3JR,2018-09-04,fhrs_3_en-GB,3
Takeaway/sandwich shop,Devonshire Pantry,CF14 4QA,2019-01-14,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Dexby Town House,CF11 9LQ,2018-08-21,fhrs_5_en-GB,5
Other catering premises,Diana Murray,CF11 9LQ,2015-01-16,fhrs_5_en-GB,5
Other catering premises,Dillingers,cf24 3bt,2019-05-15,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Dimensions,CF23 7BP,2017-12-05,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Dino's Breakfast,CF5 1JD,2019-07-22,fhrs_4_en-GB,4
Pub/bar/nightclub,Dirty Martini Cardiff,CF10 1FA,2018-08-18,fhrs_5_en-GB,5
Retailers - other,Discount Supermarket,CF14 3JP,2018-03-14,fhrs_5_en-GB,5
Retailers - other,DJ Reed Markets,CF15 7LW,2018-06-14,fhrs_5_en-GB,5
Retailers - other,DM Stores LTD T/A Ernie's News,CF24 2RS,2019-09-24,fhrs_5_en-GB,5
Retailers - other,Docklands Mini Market,CF10 5EY,2016-09-22,fhrs_4_en-GB,4
Pub/bar/nightclub,Docks Conservative Club,CF10 5GX,2011-05-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF14 4HA,2019-11-02,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF5 1GX,2019-06-04,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF24 4NN,2019-12-10,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF3 4AJ,2019-02-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF24 0AB,2017-08-04,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF5 5TD,2017-03-21,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF10 5BZ,2020-01-24,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF5 2BF,2019-11-14,fhrs_5_en-GB,5
Takeaway/sandwich shop,Domino's Pizza,CF23 7XH,2019-10-18,fhrs_3_en-GB,3
Pub/bar/nightclub,Don't Tell Anyone,CF24 1NR,2018-06-13,fhrs_5_en-GB,5
Other catering premises,Doof,CF24 1NR,2018-12-17,fhrs_5_en-GB,5
Takeaway/sandwich shop,Dorothy's Fish Bar (DFB) - Cardiff,CF10 1FF,2018-09-24,fhrs_5_en-GB,5
Other catering premises,Dotty Cupcakes,CF10 1AU,2016-11-24,fhrs_5_en-GB,5
Manufacturers/packers,Double D's Hot Sauce,CF24 3QR,2018-03-09,fhrs_4_en-GB,4
Takeaway/sandwich shop,Dough,CF24 4AD,2019-05-15,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Dragon Court,CF11 8EG,2019-05-14,fhrs_3_en-GB,3
Retailers - other,Dragon E-business Ltd,CF11 8EG,2017-06-20,fhrs_5_en-GB,5
Manufacturers/packers,Dragon Supermarket Ltd,CF11 9DU,2019-12-02,fhrs_3_en-GB,3
School/college/university,Dragonflies Out Of School Playcare Limited,CF23 6HB,2014-08-05,fhrs_4_en-GB,4
Mobile caterer,Dub Events,CF23 6HB,2019-04-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Duchess Of Delhi,CF10 5AN,2018-01-18,fhrs_5_en-GB,5
Retailers - other,Dunwell's,CF10 5AN,2017-04-21,fhrs_5_en-GB,5
Mobile caterer,Dusty Knuckle Pizza Company,CF11 8DH,2018-03-27,fhrs_5_en-GB,5
Retailers - other,E Ashton (Fishmongers) Ltd,CF10 1AU,2018-01-30,fhrs_5_en-GB,5
Other catering premises,E J Catering,CF3 2PU,2020-03-03,fhrs_4_en-GB,4
Retailers - other,E U Shop,CF11 6QR,2019-01-14,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Eagle 50,CF10 2GF,2016-12-15,fhrs_5_en-GB,5
Pub/bar/nightclub,Eagle Bar Cardiff,CF10 2GB,2015-05-27,fhrs_5_en-GB,5
Pub/bar/nightclub,Earl Haig Memorial British Legion,CF14 2AA,2015-02-03,fhrs_4_en-GB,4
Pub/bar/nightclub,Earlswood Social Club,CF3 3PN,2016-07-07,fhrs_5_en-GB,5
Retailers - other,East Afro,CF24 1LU,2018-03-28,fhrs_4_en-GB,4
Retailers - other,East Cardiff Newsbase,CF3 5SN,2011-06-24,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Eastern Chinese Supermarket,CF11 6AH,2017-08-31,fhrs_5_en-GB,5
School/college/university,Eastern Community Campus,CF3 1XZ,2019-02-07,fhrs_5_en-GB,5
Other catering premises,Eastern Cuisine Wales,CF11 6AZ,2019-11-26,fhrs_5_en-GB,5
Retailers - other,Eastern European Food,CF24 3RP,2018-02-09,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Eastern Leisure Centre,CF3 4DN,2018-04-27,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Eastmoors Youth Centre,CF24 2AD,2017-10-10,fhrs_5_en-GB,5
Retailers - other,Eat Drink Greek,CF24 4NQ,2018-11-05,fhrs_5_en-GB,5
Other catering premises,Eat Well Chinese,CF5 1HD,2018-11-19,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Ed's Easy Diner,CF10 2EF,2020-02-04,fhrs_3_en-GB,3
Takeaway/sandwich shop,El Chilango,CF14 3JP,2016-11-16,fhrs_5_en-GB,5
Retailers - other,Elenis Fruit & Veg,CF14 1DG,2015-09-04,fhrs_5_en-GB,5
Pub/bar/nightclub,Elevens Bar And Grill,CF10 1BS,2017-05-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Elgano Hotel,CF11 9LL,2019-06-07,fhrs_5_en-GB,5
Pub/bar/nightclub,Eli Jenkins,CF10 5AN,2019-01-24,fhrs_5_en-GB,5
Other catering premises,Elior UK,CF10 3NP,2019-09-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Elior Uk Limited,CF3 6YA,2019-10-30,fhrs_4_en-GB,4
Other catering premises,Elles Cakes & Bakes,CF3 6YA,2018-07-02,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Elmer's Cafe,CF24 4NN,2020-01-16,fhrs_4_en-GB,4
Pub/bar/nightclub,Ely Conservative Club,CF5 5BS,2018-05-23,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Ely Court Care Home,CF5 6XD,2019-05-13,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Ely Day Centre,CF5 4LF,2019-11-11,fhrs_4_en-GB,4
Takeaway/sandwich shop,Ely Fish Bar,CF5 5DX,2018-10-01,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Ely Kebab House,CF5 4RD,2019-02-26,fhrs_3_en-GB,3
Mobile caterer,Emc Ltd.,CF3 2EF,2019-08-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Emily's Cafe,CF5 3SG,2017-12-05,fhrs_5_en-GB,5
Other catering premises,Emmas Little Cake Company,CF14 2SH,2013-11-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Empire Restaurant,CF24 3NT,2018-09-10,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Enfys Hapus Nursery,CF11 9PN,2018-11-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Espresso Lab,CF10 5EX,2020-09-10,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Eurest @ Asda,CF14 7EW,2016-07-12,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Eurest At Asda,CF11 0JR,2019-04-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Eurest At BT Building,CF10 1NT,2019-04-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Eurest At Department For Work & Pensions,CF14 4US,2016-08-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Eurest At Dwr Cymru Welsh Water,CF3 0LT,2017-01-05,fhrs_5_en-GB,5
Retailers - other,European Mini Market,CF11 6AA,2017-12-04,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Evans & Co,CF14 2PA,2019-04-16,fhrs_5_en-GB,5
Mobile caterer,Evans Meat Sales LTD,CF10 4LW,2018-10-01,fhrs_4_en-GB,4
Other catering premises,Everest Bakehouse,CF10 3LN,2018-07-06,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Exotica,CF5 1HE,2019-10-15,fhrs_1_en-GB,1
Hospitals/Childcare/Caring Premises,Extratime Asc,CF3 0ST,2020-03-05,fhrs_5_en-GB,5
Other catering premises,F & V Catering,CF3 0ST,2017-11-08,fhrs_5_en-GB,5
Retailers - other,Fabulous Welshcakes,CF10 5BZ,2020-09-10,fhrs_5_en-GB,5
Retailers - other,Fabulous Welshcakes Ltd,CF10 1BW,2020-07-14,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Fairfield House,CF5 2BY,2020-07-28,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Fairwater Café,CF5 3JX,2019-02-14,fhrs_3_en-GB,3
Pub/bar/nightclub,Fairwater Conservative Club,CF5 2BY,2018-12-19,fhrs_5_en-GB,5
Other catering premises,Fairwater Day Centre,CF5 3JU,2019-11-22,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Fairwater Primary Breakfast Club,CF5 3ED,2018-05-22,fhrs_5_en-GB,5
School/college/university,Fairwater Primary School,CF5 3ED,2019-05-03,fhrs_5_en-GB,5
Pub/bar/nightclub,Fairwater Social & Athletic Club,CF5 3JW,2018-02-14,fhrs_4_en-GB,4
Takeaway/sandwich shop,Fairwater Tandoori,CF5 2NH,2019-10-23,fhrs_3_en-GB,3
Takeaway/sandwich shop,Falafel Corner,CF10 2HQ,2019-05-03,fhrs_5_en-GB,5
Importers/Exporters,Famiglia Castagnetta UK Ltd,CF10 2HQ,2018-09-24,fhrs_5_en-GB,5
Retailers - other,Family Choice Bargains,CF24 4AE,2013-09-05,fhrs_5_en-GB,5
Retailers - other,Family Choice Ltd,CF24 1LS,2019-01-31,fhrs_5_en-GB,5
Retailers - other,Family Choice Minimarket,CF5 4BD,2017-08-01,fhrs_4_en-GB,4
Takeaway/sandwich shop,Family Choice the Chippy,CF5 4DD,2019-11-21,fhrs_4_en-GB,4
Other catering premises,Famished Bakehouse,CF24 3DL,2019-10-18,fhrs_5_en-GB,5
Takeaway/sandwich shop,Fancy Pizza,CF14 3AD,2019-11-12,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Fang's Oriental Bakery,CF24 4EE,2018-05-08,fhrs_4_en-GB,4
Pub/bar/nightclub,Fantasy Lounge,CF10 1DX,2015-02-26,fhrs_5_en-GB,5
Retailers - other,Farmers Pantry LTD,CF14 1DH,2020-07-21,fhrs_5_en-GB,5
Retailers - other,Farmers Pantry Ltd,CF15 8LB,2019-12-02,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Farmfood Ltd,CF5 5BQ,2018-05-01,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Farmfoods,CF23 7XH,2016-11-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Fattoush Restaurant,CF10 3DZ,2019-02-13,fhrs_3_en-GB,3
Mobile caterer,Feel Goodv,CF14 6ED,2018-10-13,fhrs_5_en-GB,5
Mobile caterer,Ffwrnes Pizza,CF14 6ED,2018-12-18,fhrs_5_en-GB,5
Mobile caterer,Ffwrnes Pizza,CF14 6ED,2016-11-07,fhrs_5_en-GB,5
Other catering premises,Ffwrnes Pizza,CF10 1AU,2018-10-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Ffynnon Wen,CF14 9UA,2018-10-23,fhrs_4_en-GB,4
Manufacturers/packers,Field Bar,CF14 9UA,2016-11-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Finco (Coffee LTD),CF5 5QB,2018-06-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Finco Coffee LTD,CF10 1BS,2019-07-29,fhrs_5_en-GB,5
Retailers - other,Fine Wines Direct Uk,CF11 8TU,2011-10-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Fino Lounge Cafe/Bar,CF14 1DB,2020-03-04,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Fintans,CF14 5LS,2019-09-25,fhrs_5_en-GB,5
Takeaway/sandwich shop,Fintans Fish & Chips,CF23 7XH,2019-02-08,fhrs_3_en-GB,3
Takeaway/sandwich shop,Fintan's Fish and Chip Co.,CF5 1BE,2019-12-12,fhrs_5_en-GB,5
Takeaway/sandwich shop,Fintans Fish and Chips,CF14 1DB,2020-03-05,fhrs_5_en-GB,5
Retailers - other,Firdaws Food Market,CF11 7AN,2015-07-03,fhrs_4_en-GB,4
Other catering premises,First Cafes Ltd,CF3 2EY,2018-01-09,fhrs_5_en-GB,5
Other catering premises,First Class Lounge,CF10 1EP,2017-11-08,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,First Steps,CF3 1TA,2015-11-05,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,First Steps Playgroup,CF5 5DY,2019-11-26,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,First Steps Playgroups,CF5 4HX,2016-12-12,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,First Steps St Mellons,CF3 0EX,2015-05-20,fhrs_5_en-GB,5
Other catering premises,Fish N Things,CF11 6RX,2020-01-14,fhrs_2_en-GB,2
Retailers - other,Fishguard Food Store,CF14 5PQ,2018-12-03,fhrs_3_en-GB,3
School/college/university,Fitzalan High School,CF11 8XB,2017-09-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Five Guys,CF10 1FG,2017-07-31,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Five Guys,CF10 4JY,2018-01-25,fhrs_5_en-GB,5
Takeaway/sandwich shop,Five Star Fish Bar,CF14 2FE,2020-10-22,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Flame Grill House,CF11 6QS,2019-11-06,fhrs_4_en-GB,4
Other catering premises,Flapjack Nation,CF11 6QS,2019-05-21,fhrs_5_en-GB,5
Retailers - other,Flawsome! drinks,CF10 5EL,2020-01-15,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Fledglings Nursery,CF3 0PJ,2020-01-07,fhrs_5_en-GB,5
Mobile caterer,Flour'd Up,CF3 0PJ,2019-09-09,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flowering Shrubs Nursery and Blodau Bychain,CF23 7EH,2019-03-08,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flowering Shrubs Nursery Heath Park,CF14 4EP,2017-09-12,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flowering Shrubs Nursery Ltd,CF23 6RU,2011-11-01,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flowering Shrubs Nursery St David's CIW School,CF23 7ED,2018-09-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Fly By Night,CF10 1AW,2019-07-30,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flying Start Greenfarm Stay & Play / Creche,CF5 4UH,2016-11-29,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flying Start Holy Family Stay&Play/ Creche,CF5 3SN,2017-03-15,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Flying Start Stay & Play,CF5 4DS,2012-03-14,fhrs_5_en-GB,5
Retailers - other,Flying Tiger Copenhagen,CF24 3PA,2016-10-11,fhrs_5_en-GB,5
Retailers - other,Food And Choice,CF10 5HR,2017-07-20,fhrs_4_en-GB,4
Other catering premises,Food by Kai,CF10 5HR,2016-09-12,fhrs_5_en-GB,5
Other catering premises,Food For Life Wales,CF11 6RD,2015-02-20,fhrs_5_en-GB,5
Other catering premises,Food For Life Wales,CF11 6QT,2020-08-25,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Food Glorious Food,CF3 4AJ,2020-01-22,fhrs_3_en-GB,3
Pub/bar/nightclub,For Your Eyes Only (FYEO),CF10 1DW,2019-02-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ford Cafe,CF3 5SJ,2019-03-07,fhrs_3_en-GB,3
Retailers - other,Ford Fruit & Veg,CF11 8BB,2014-11-21,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Forest Farm Wardens Centre,CF14 7JH,2017-06-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Forest Tea Room,CF14 7JH,2016-07-27,fhrs_5_en-GB,5
Other catering premises,Fork and Spoon Cafe,CF14 2PA,2017-06-12,fhrs_5_en-GB,5
Other catering premises,Forno's,CF24 3BJ,2019-02-18,fhrs_4_en-GB,4
Takeaway/sandwich shop,Fortune House Takeaway,CF24 4AB,2020-03-11,fhrs_5_en-GB,5
Pub/bar/nightclub,Fox and Hounds,CF3 5UB,2020-02-17,fhrs_5_en-GB,5
Pub/bar/nightclub,Fox and Hounds,CF14 1AD,2019-12-10,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Foxy Holiday Club,CF3 3EA,2019-03-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Frankie & Benny's,CF10 2EF,2020-02-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Frankie & Benny's,CF23 9AE,2018-07-31,fhrs_5_en-GB,5
Takeaway/sandwich shop,Frankies,CF24 4RQ,2020-02-20,fhrs_3_en-GB,3
Retailers - other,Frankies Bargains,CF11 7BU,2017-05-31,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Franks Ltd,CF10 1AU,2019-12-18,fhrs_2_en-GB,2
Mobile caterer,Frantastic Crepes,CF23 9NP,2017-09-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Freedom Church,CF10 5DT,2017-04-25,fhrs_5_en-GB,5
Takeaway/sandwich shop,Fresh - The Baguette Bar,CF10 1AE,2018-09-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Fresh Start Food Ltd,CF24 5HB,2017-09-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Friends in Knead,CF24 5HB,2020-01-28,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Frolics Cafe,CF3 0EF,2020-02-18,fhrs_3_en-GB,3
Mobile caterer,Fruit & Veg Stall,CF10 2EF,2014-11-26,fhrs_5_en-GB,5
Mobile caterer,Fryer Tuck,CF11 6AJ,2020-08-21,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Fuel Juice Bars,CF10 2DP,2015-01-15,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Fuel Juice Bars Ltd,CF10 2DP,2015-01-13,fhrs_4_en-GB,4
Pub/bar/nightclub,Fuel Rock Club Ltd,CF10 1BR,2014-03-05,fhrs_4_en-GB,4
School/college/university,Fun 5 Club (after School),CF3 1TA,2016-10-20,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Funhouse Play Group & Afterschool Club,CF5 3SG,2014-02-20,fhrs_4_en-GB,4
Other catering premises,Funky Fountains,CF5 3SG,2017-09-28,fhrs_5_en-GB,5
Other catering premises,Funky Little Chickens,CF3 2EP,2013-09-20,fhrs_5_en-GB,5
School/college/university,Funstation After School Club,CF15 9HJ,2016-07-20,fhrs_5_en-GB,5
School/college/university,Funzone After School Club,CF14 7DS,2018-06-12,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Future Inns Hotel Cardiff Llp,CF10 4AU,2018-09-19,fhrs_5_en-GB,5
Retailers - other,Gabalfa Convenience Store (Premier),CF14 2SH,2018-12-11,fhrs_5_en-GB,5
Takeaway/sandwich shop,Gabalfa Fish Bar,CF14 2SH,2019-06-03,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Gabalfa Primary Breakfast Club,CF14 2QQ,2019-05-21,fhrs_5_en-GB,5
School/college/university,Gabalfa Primary School/Ysgol Glan Ceubal,CF14 2QQ,2018-11-27,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Gap Club,CF14 6HL,2019-09-25,fhrs_5_en-GB,5
Other catering premises,Garden Village Cupcakes,CF14 6HL,2010-12-02,fhrs_4_en-GB,4
Mobile caterer,Garth Fish And Chips,CF15 9QY,2018-01-22,fhrs_5_en-GB,5
Pub/bar/nightclub,Gassy Jacks,CF24 4AB,2020-09-17,fhrs_5_en-GB,5
Other catering premises,Gateway Cafe,CF24 4AB,2019-01-25,fhrs_4_en-GB,4
Takeaway/sandwich shop,Gateway of India,CF14 6AG,2018-09-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,GE Healthcare Cardiff Laboratories,CF14 7YT,2018-02-28,fhrs_5_en-GB,5
Other catering premises,Gegin Fach - Sbectrwm,CF5 3EF,2019-09-23,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Gelynis Farm Bed & Breakfast,CF15 8LB,2016-07-29,fhrs_5_en-GB,5
Retailers - other,General Stores & Off Licence (Sanquhar P.O),CF24 2AD,2020-01-22,fhrs_3_en-GB,3
Other catering premises,Geoamey,CF10 3NL,2017-01-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,German Doner Kebab,CF24 3JH,2018-10-15,fhrs_5_en-GB,5
Other catering premises,Get Well Fed Ltd,CF11 6ES,2019-03-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Gin & Juice,CF10 5BZ,2019-12-04,fhrs_4_en-GB,4
Takeaway/sandwich shop,Giovannis Cookery School & Training Rooms,CF10 1FL,2018-03-24,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Giovanni's In The Bay,CF10 4QH,2020-09-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Giovannis Restaurant,CF10 1AJ,2019-09-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Giovannis Restaurant,CF10 1AJ,2019-02-19,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Gladstone & St Monicas After School Club,CF14 3JL,2016-01-14,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Gladstone Breakfast Club,CF14 3JL,2015-09-04,fhrs_5_en-GB,5
School/college/university,Gladstone Primary School Main Kitchen,CF14 3JL,2018-09-27,fhrs_5_en-GB,5
Pub/bar/nightclub,Glam Bar & Club,CF10 3AD,2014-11-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Glamorgan Coffee Shop,CF10 3AP,2013-01-10,fhrs_5_en-GB,5
Other catering premises,Glamorgan Cricket,CF11 9XR,2018-04-11,fhrs_5_en-GB,5
Other catering premises,Glamorgan Wanderers RFC,CF5 4SR,2019-03-30,fhrs_4_en-GB,4
Retailers - other,Glan Ely News,CF5 4SY,2018-01-24,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Glan Yr Afon Stay & Play,CF3 5NJ,2013-08-06,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Glan-yr-Afon Infants Breakfast Club,CF3 5NJ,2014-06-24,fhrs_4_en-GB,4
School/college/university,Glan-yr-Afon Infants School,CF3 5NJ,2019-11-26,fhrs_4_en-GB,4
Pub/bar/nightclub,Glee Club,CF10 5BZ,2019-02-01,fhrs_4_en-GB,4
Other catering premises,Glenwood Church Centre Luncheon Club,CF23 6UW,2019-05-16,fhrs_5_en-GB,5
Retailers - other,Glenwood Stores,CF23 6UR,2018-11-08,fhrs_4_en-GB,4
Retailers - other,Global Foods Ltd,CF11 8TS,2018-12-11,fhrs_3_en-GB,3
Mobile caterer,Glyn Carter,CF14 6QA,2017-08-08,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Glyncoed Primary Breakfast Scheme,CF23 7DW,2017-09-28,fhrs_5_en-GB,5
School/college/university,Glyncoed Primary School Main Kitchen,CF23 7DW,2019-05-15,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Glyncoed Primary School Nursery and Reception,CF23 7DW,2017-09-28,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Gofal Cymru Care Ltd,CF5 2RH,2013-07-19,fhrs_4_en-GB,4
Takeaway/sandwich shop,Golden Bbq,CF14 4QG,2017-09-11,fhrs_5_en-GB,5
Takeaway/sandwich shop,Golden Cow,CF24 1NG,2020-05-21,fhrs_3_en-GB,3
Pub/bar/nightclub,Golden Cross,CF10 1GH,2018-11-21,fhrs_1_en-GB,1
Takeaway/sandwich shop,Golden Crown Fish Bar,CF5 4LE,2018-11-12,fhrs_4_en-GB,4
Takeaway/sandwich shop,Golden Dragon,CF24 4AE,2020-01-15,fhrs_1_en-GB,1
Takeaway/sandwich shop,Golden House,CF24 1PU,2020-09-28,fhrs_0_en-GB,0
Takeaway/sandwich shop,Golden Lotus,CF14 2FH,2019-03-14,fhrs_3_en-GB,3
Takeaway/sandwich shop,Golden Phoenix,CF24 2DT,2018-11-14,fhrs_4_en-GB,4
Takeaway/sandwich shop,Golden Rickshaw,CF24 3BP,2019-03-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,Golden Shine,CF14 3BP,2018-11-21,fhrs_3_en-GB,3
Takeaway/sandwich shop,Golden Star,CF5 2JL,2020-07-29,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,GOLDSTARS AFTER SCHOOL CLUB,CF24 2ET,2019-06-18,fhrs_5_en-GB,5
Takeaway/sandwich shop,Good Fortune,CF23 7EY,2019-04-03,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Got Beef,CF14 3JP,2018-09-03,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Gourmet Burger Kitchen,CF10 1FL,2019-06-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Gourmet Coffee Bar & Kitchen,CF10 2FY,2018-12-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Gourmet Coffee Bar & Kitchen,CF10 1EP,2019-11-21,fhrs_4_en-GB,4
Takeaway/sandwich shop,Gourmet Kitchen,CF14 3JN,2019-02-20,fhrs_5_en-GB,5
Takeaway/sandwich shop,Grameen juboraj,CF24 1LU,2020-01-22,fhrs_5_en-GB,5
Retailers - other,Grand Avenue Food Store,CF5 4RD,2017-01-24,fhrs_5_en-GB,5
Retailers - other,Grand Avenue Post Office,CF5 4LE,2017-10-03,fhrs_5_en-GB,5
