biz_type,name,postcode,rating_date,rating_key,rating_value
Takeaway/sandwich shop,Subway,CF23 8NL,2019-10-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Subway,CF10 3AT,2019-03-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Subway,CF14 3AL,2017-08-02,fhrs_5_en-GB,5
Takeaway/sandwich shop,Subway,CF11 8EG,2019-12-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,Subway,CF10 2GP,2017-01-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Subway,CF24 5HF,2016-08-23,fhrs_5_en-GB,5
Takeaway/sandwich shop,Subway,CF14 6RG,2020-01-16,fhrs_5_en-GB,5
Takeaway/sandwich shop,Subway,CF10 5BZ,2017-06-12,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Subway At Cardiff & Vale College,CF10 5FE,2017-07-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Subway Cardiffwest,CF72 8SA,2020-09-22,fhrs_5_en-GB,5
Other catering premises,Sue Perlicious Bakery,CF72 8SA,2019-07-02,fhrs_5_en-GB,5
Other catering premises,Sue's Chinese Express,CF15 8FD,2018-01-25,fhrs_5_en-GB,5
Other catering premises,Sugar & Spice,CF15 8FD,2013-05-30,fhrs_4_en-GB,4
Other catering premises,Suk Siam Thai Food Limited,CF10 2EF,2018-10-19,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Sully's Cafe,CF10 1DZ,2017-05-12,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Summer Palace Restaurant,CF5 2DZ,2019-02-16,fhrs_5_en-GB,5
Takeaway/sandwich shop,Sun Wah,CF5 4LE,2020-01-29,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Sunflower & I,CF10 5EE,2019-07-16,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Sunrise Senior Living,CF23 6AF,2019-07-11,fhrs_5_en-GB,5
Other catering premises,Sunshine Restaurant,CF24 1LS,2018-12-10,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Supajump,CF24 5EP,2020-08-21,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,SuperBowl UK Cardiff,CF10 1LA,2019-02-28,fhrs_5_en-GB,5
Retailers - other,Superdrug,CF10 2AQ,2017-10-11,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Supertots Playgroup,CF23 8LL,2019-07-11,fhrs_5_en-GB,5
Other catering premises,Susan Emily Hamer,CF10 2EN,2015-09-29,fhrs_5_en-GB,5
Other catering premises,Sushi Day,CF10 5BZ,2017-11-29,fhrs_3_en-GB,3
Takeaway/sandwich shop,Sushi Gourmet,CF14 9BB,2020-02-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Sushi Life,CF24 3PE,2018-04-11,fhrs_5_en-GB,5
Other catering premises,Svago,CF24 4NH,2020-01-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Sweet Pea Daycare,CF14 4AF,2019-09-18,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Sweet Pea Nursery,CF14 4LW,2019-09-09,fhrs_5_en-GB,5
Other catering premises,Sweet Peach Bakery,CF14 4LW,2018-11-08,fhrs_5_en-GB,5
Retailers - other,Sweet Sugar,CF24 3JJ,2019-06-15,fhrs_4_en-GB,4
Mobile caterer,Sweet Treets Cardiff,CF24 3JJ,2017-05-31,fhrs_5_en-GB,5
Other catering premises,Sweetbakehouse And Ballons,CF10 5AN,2013-01-16,fhrs_5_en-GB,5
Retailers - other,Sweetbox,CF24 3DQ,2020-01-29,fhrs_5_en-GB,5
Other catering premises,Sweetness,CF24 3DQ,2020-01-14,fhrs_5_en-GB,5
Other catering premises,Swei Bakes,CF24 3DQ,2019-07-26,fhrs_5_en-GB,5
Other catering premises,Sylvia Edwards,CF24 3DQ,2018-03-23,fhrs_5_en-GB,5
Takeaway/sandwich shop,T & A Donner Kebabs,CF24 4AQ,2020-01-15,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,T.S. Kitchens,CF24 4AQ,2018-05-29,fhrs_5_en-GB,5
Other catering premises,TA Centre,CF14 2HX,2013-05-16,fhrs_5_en-GB,5
Other catering premises,Taco Casa Ltd,CF10 1DX,2020-02-13,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Tafarn Treganna,CF11 9ND,2019-11-18,fhrs_4_en-GB,4
Takeaway/sandwich shop,Taj Indian Takeaway,CF3 4AJ,2019-12-12,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Talk and Surf,CF11 6AJ,2018-03-13,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Tandoori Mahal Restaurant,CF24 3RT,2018-02-13,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Tanes Hotel,CF24 1DJ,2018-05-15,fhrs_5_en-GB,5
Other catering premises,Tast Natur,CF24 1DJ,2017-01-17,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Taste Of Heaven Cafe,CF24 2EG,2019-12-03,fhrs_5_en-GB,5
Takeaway/sandwich shop,Tasty Tucker,CF5 4LE,2019-02-26,fhrs_5_en-GB,5
Mobile caterer,Taty,CF5 4LE,2019-02-05,fhrs_5_en-GB,5
Other catering premises,Tavs Centre,CF24 3BE,2018-09-24,fhrs_4_en-GB,4
Mobile caterer,TC Burgers,CF11 8BA,2019-11-14,fhrs_3_en-GB,3
Hospitals/Childcare/Caring Premises,Tea Timers,CF23 9NX,2017-01-23,fhrs_4_en-GB,4
School/college/university,Tea Timers After School Club,CF23 9LF,2016-05-23,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Teacups and Cupcakes,CF24 4NR,2016-06-29,fhrs_5_en-GB,5
Other catering premises,Tealicious Vintage Teas,CF24 4NR,2016-08-05,fhrs_5_en-GB,5
Other catering premises,Tealicious Vintage Teas,CF24 4NR,2016-08-05,fhrs_5_en-GB,5
Takeaway/sandwich shop,Tealith Bubble Tea,CF10 1AE,2020-07-22,fhrs_3_en-GB,3
Other catering premises,Teamsport Karting,CF24 1RF,2017-02-20,fhrs_4_en-GB,4
Retailers - other,Ted Young,CF11 6NJ,2017-07-31,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Tee-rex Golf,CF3 6XJ,2019-01-29,fhrs_5_en-GB,5
Mobile caterer,Teisen Deg,CF3 6XJ,2016-09-12,fhrs_5_en-GB,5
Other catering premises,Te-licious Cakes,CF3 6XJ,2014-01-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Ten Maryport Coffee Shop,CF23 5JX,2020-09-24,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Ten Mill Lane,CF10 1FL,2016-01-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Tenkaichi,CF24 3JJ,2020-02-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Terra Nova Cafe,CF23 5PH,2018-11-06,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF11 7AT,2016-11-09,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF5 5TD,2012-03-08,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF10 1AA,2017-10-19,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 3NZ,2014-08-13,fhrs_5_en-GB,5
Retailers - other,Tesco,CF23 6DL,2018-01-19,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF5 1JG,2017-06-23,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 4AD,2017-07-11,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF14 6BN,2019-02-14,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF3 5NQ,2013-02-20,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF15 9NL,2016-11-03,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF14 4TT,2019-02-11,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 3DR,2018-06-25,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 4JA,2017-04-06,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF24 1LR,2017-08-14,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF14 3AL,2020-03-16,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF14 3AT,2017-12-05,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 2HP,2018-10-02,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF14 7BQ,2017-04-05,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF11 9AN,2018-07-14,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF24 3LH,2018-01-22,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF10 5BZ,2012-04-27,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco,CF3 0EF,2018-03-19,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,Tesco,CF10 2HQ,2018-10-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Tesco Family Dining Ltd,CF24 2HP,2017-02-28,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,Tesco Stores,CF10 1GA,2012-01-03,fhrs_4_en-GB,4
Retailers - other,Texaco Service Station,CF11 8AF,2019-05-15,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,TGI Fridays,CF10 2EF,2019-11-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,TGI Fridays,CF24 1PQ,2020-02-08,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Thackeray,CF3 4FB,2020-03-04,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Thai & Asian Delish,CF10 1AU,2017-05-11,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Thai House/Bangkok Café,CF11 9AJ,2018-07-03,fhrs_4_en-GB,4
Pub/bar/nightclub,The Albany,CF24 4TL,2019-10-31,fhrs_5_en-GB,5
Pub/bar/nightclub,The Alchemist,CF10 1DY,2018-11-26,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,The Anchorage Guest House,CF11 6AN,2016-09-15,fhrs_4_en-GB,4
Pub/bar/nightclub,The Andrew Buchan,CF24 3LH,2015-02-04,fhrs_5_en-GB,5
Pub/bar/nightclub,The Aneurin Bevan,CF14 4AD,2020-03-04,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,The Angel Hotel,CF10 1SZ,2019-05-01,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Apothecary Tea Room,CF11 9NJ,2015-09-02,fhrs_5_en-GB,5
Other catering premises,The Apothecary Tea Room,CF11 9NJ,2017-01-09,fhrs_5_en-GB,5
Pub/bar/nightclub,The Arcade Vaults,CF10 1BB,2019-04-30,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Ark,CF14 1PT,2019-12-17,fhrs_4_en-GB,4
School/college/university,The Atrium @ University of South Wales,CF24 2FN,2019-12-18,fhrs_5_en-GB,5
Retailers - other,The Atrium Shop,CF10 3QN,2014-11-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Audi Sports Cafe,CF23 8RT,2017-08-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Bagel And Burger Kitchen,CF24 4AE,2019-04-12,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Bagel Place,CF10 3QN,2019-11-07,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Baguette Shop,CF14 1EH,2018-03-19,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,The Balti Cuisine,CF24 4DY,2020-01-16,fhrs_5_en-GB,5
Mobile caterer,The Battered Shack,CF24 4DY,2020-01-30,fhrs_5_en-GB,5
Other catering premises,The Battlefields Club,CF10 5DT,2016-05-12,fhrs_5_en-GB,5
Pub/bar/nightclub,The Birchgrove,CF14 1RR,2019-05-15,fhrs_5_en-GB,5
Pub/bar/nightclub,The Black Griffin Inn,CF14 0SJ,2018-12-11,fhrs_4_en-GB,4
Pub/bar/nightclub,The Black Lion Public House,CF5 2DQ,2019-02-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Brass Beetle,CF14 3JN,2018-12-05,fhrs_4_en-GB,4
Other catering premises,The Buffet Place,CF14 3JN,2017-06-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Bull Terrier Cafe,CF10 1AU,2017-09-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Byrds Nest,CF24 4NR,2019-12-19,fhrs_4_en-GB,4
Retailers - other,The Cabin,CF5 2JL,2017-11-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Cafe,CF14 3AT,2018-12-17,fhrs_4_en-GB,4
Other catering premises,The Cakery Cardiff,CF14 3AT,2013-04-17,fhrs_5_en-GB,5
Pub/bar/nightclub,The Canton,CF11 9NJ,2017-06-27,fhrs_3_en-GB,3
Pub/bar/nightclub,The Cardiff and County Club,CF10 1DA,2020-02-13,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Cardiff Bay Tavern,CF10 4JY,2019-09-11,fhrs_4_en-GB,4
Hotel/bed & breakfast/guest house,The Cardiff North Hotel by Mecure,CF23 9XF,2019-06-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Celtic Corner,CF10 1AU,2020-09-01,fhrs_5_en-GB,5
Pub/bar/nightclub,The Central Bar,CF10 3BW,2019-11-27,fhrs_5_en-GB,5
Retailers - other,The Cheese Stall,CF10 1AU,2018-10-30,fhrs_3_en-GB,3
Takeaway/sandwich shop,The Chippy,CF10 1FA,2020-07-23,fhrs_4_en-GB,4
Other catering premises,The Chocolate Brownie Company Ltd,CF10 1FA,2016-11-03,fhrs_5_en-GB,5
Pub/bar/nightclub,The Church Inn,CF3 5UN,2020-09-02,fhrs_5_en-GB,5
Pub/bar/nightclub,The City Arms,CF10 1EA,2011-06-22,fhrs_5_en-GB,5
Pub/bar/nightclub,The Clifton Public House,CF24 1PW,2018-10-23,fhrs_4_en-GB,4
Other catering premises,The Clink Restaurant,CF24 0UG,2019-05-09,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co operative Group,CF23 7DX,2016-10-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Coach House,CF5 4AA,2020-01-23,fhrs_4_en-GB,4
Pub/bar/nightclub,The Coach House,CF3 5UW,2020-09-10,fhrs_1_en-GB,1
Other catering premises,The Cobfather,CF10 5EB,2019-03-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Coconut Tree,CF10 1FL,2020-10-22,fhrs_5_en-GB,5
Takeaway/sandwich shop,The Codfather,CF11 9DX,2020-01-15,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,The Coffi House,CF24 3NZ,2019-08-06,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,The Coffi Shop,CF3 3HE,2019-12-09,fhrs_2_en-GB,2
Retailers - other,The Coop,CF5 1JD,2018-03-12,fhrs_5_en-GB,5
Retailers - other,The Co-op,CF11 9HS,2019-04-12,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-op Food,CF10 3QN,2018-07-06,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF5 3BA,2013-01-08,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF5 2JJ,2019-11-09,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF14 4QG,2017-04-11,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF14 2FE,2020-09-21,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF14 1DH,2017-08-16,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF23 6RZ,2019-05-18,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF24 2DA,2016-08-11,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF3 5SL,2019-11-21,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF14 5LU,2019-04-15,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF14 6HF,2014-06-17,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF24 4NP,2016-11-18,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF11 9DF,2019-04-12,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF5 2PW,2019-02-16,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF5 2SF,2018-12-10,fhrs_5_en-GB,5
Retailers - supermarkets/hypermarkets,The Co-operative Group,CF10 4PH,2018-11-22,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,The Co-operative Group Food,CF15 8AA,2019-05-15,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Corner,CF14 3QX,2019-12-16,fhrs_4_en-GB,4
Retailers - other,The Corner Shop,CF23 9NR,2017-03-24,fhrs_3_en-GB,3
Pub/bar/nightclub,The Cornerhouse,CF10 1FF,2018-09-18,fhrs_5_en-GB,5
Other catering premises,The Cornerstone,CF10 2GA,2020-03-09,fhrs_5_en-GB,5
Pub/bar/nightclub,The Cottage,CF10 1AA,2020-10-15,fhrs_5_en-GB,5
School/college/university,The Court Special School,CF14 5UX,2018-12-11,fhrs_4_en-GB,4
Other catering premises,The Creigiau Inn,CF15 9NT,2019-02-04,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,The Crepe Escape,CF10 5BZ,2017-12-06,fhrs_5_en-GB,5
Pub/bar/nightclub,The Cricketers,CF11 9LL,2018-07-07,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Crispy Duck,CF14 3JN,2018-09-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Danish Bakery LTD,CF11 9EG,2019-09-10,fhrs_4_en-GB,4
Pub/bar/nightclub,The Deri Inn,CF14 6UH,2019-02-26,fhrs_4_en-GB,4
Pub/bar/nightclub,The Discovery,CF23 6FH,2019-09-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Dock,CF23 6FH,2019-06-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Doll House Pamper Lounge,CF5 1JH,2020-02-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Dough Thrower,CF5 1BE,2020-03-06,fhrs_5_en-GB,5
Other catering premises,The Drizzle Cake Company,CF5 1BE,2017-03-14,fhrs_4_en-GB,4
Pub/bar/nightclub,The Duke of Wellington,CF10 1AJ,2017-01-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Early Bird,CF24 4EB,2019-04-29,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,The Ely & Caerau Childrens Centre,CF5 4SX,2019-11-11,fhrs_5_en-GB,5
Pub/bar/nightclub,The Ernest Willows,CF24 3DL,2019-02-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Ethical Food Group,CF24 3RU,2020-01-28,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,The Eurasian Tandoori,CF11 9DU,2019-04-10,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Exchange Hotel,CF10 5EB,2019-09-03,fhrs_3_en-GB,3
Pub/bar/nightclub,The Fairwater Hotel,CF5 3AH,2019-04-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Falafel House,CF10 3QN,2018-07-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,The Family Fish Bar,CF24 4AA,2020-03-04,fhrs_5_en-GB,5
Takeaway/sandwich shop,The Fisheries,CF14 4QA,2019-01-14,fhrs_4_en-GB,4
Pub/bar/nightclub,The Flora,CF24 4HY,2018-06-11,fhrs_5_en-GB,5
Pub/bar/nightclub,The Flute and Tankard,CF10 3BX,2014-09-10,fhrs_4_en-GB,4
Retailers - supermarkets/hypermarkets,The Food Warehouse Iceland,CF24 1PQ,2016-02-18,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,The Forge Care Homes Ltd,CF5 5TD,2019-04-11,fhrs_4_en-GB,4
Pub/bar/nightclub,The Four Elms,CF24 3QR,2018-07-11,fhrs_5_en-GB,5
Other catering premises,The Friary,CF5 3BA,2017-06-02,fhrs_5_en-GB,5
Retailers - other,The Fruit Bowl,CF11 9PP,2012-04-12,fhrs_4_en-GB,4
Takeaway/sandwich shop,The Fryery,CF3 4LH,2020-03-09,fhrs_3_en-GB,3
Other catering premises,The Fudge Inn,CF3 4LH,2017-11-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Gallery,CF5 2YB,2020-02-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Gallery Cafe,CF10 1AU,2019-03-14,fhrs_5_en-GB,5
Pub/bar/nightclub,The Gate Keeper,CF10 1DD,2020-02-04,fhrs_4_en-GB,4
Retailers - other,The Gin Tin,CF10 1DD,2019-05-14,fhrs_5_en-GB,5
Pub/bar/nightclub,The Glassworks,CF10 1AG,2019-03-20,fhrs_5_en-GB,5
Pub/bar/nightclub,The Globe,CF24 3NS,2016-06-23,fhrs_5_en-GB,5
Pub/bar/nightclub,The Goat Major,CF10 1PU,2017-01-27,fhrs_5_en-GB,5
Pub/bar/nightclub,The Grange,CF11 6NJ,2018-10-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Grazing Shed,CF10 1AD,2020-08-11,fhrs_2_en-GB,2
Takeaway/sandwich shop,The Grazing Shed,CF11 8AZ,2019-10-02,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Grazing Shed,CF11 0JS,2019-06-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Grazing Shed,CF10 2FR,2018-07-10,fhrs_3_en-GB,3
Mobile caterer,The Grazing Shed (TGS events),CF10 2FR,2019-09-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Greek Spot,CF14 3LZ,2020-05-18,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,The Green Giraffe Day Nursery,CF11 9RZ,2019-10-08,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,The Green Giraffe Day Nursery,CF11 0SR,2019-12-05,fhrs_5_en-GB,5
Retailers - other,The Greenery Kitchen,CF10 1AU,2019-07-03,fhrs_2_en-GB,2
Pub/bar/nightclub,The Halfway,CF11 9PP,2020-02-11,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,The Hangar,CF11 8TT,2019-03-20,fhrs_4_en-GB,4
Manufacturers/packers,The Happy Hive,CF11 8TT,2019-01-22,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Harvester,CF23 9PD,2018-10-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Harvester,CF11 0SN,2018-10-24,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Hayes Island Snack Bar,CF10 1AH,2017-04-19,fhrs_5_en-GB,5
Pub/bar/nightclub,The Heath Public House,CF14 3LW,2019-05-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Hellenic Eatery,CF24 4NQ,2018-07-07,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,The Hollies School Breakfast Club,CF23 7XG,2016-09-09,fhrs_5_en-GB,5
School/college/university,The Hollies School Main Kitchen,CF23 7XG,2017-09-14,fhrs_5_en-GB,5
Pub/bar/nightclub,The Hollybush Public House,CF23 7DX,2019-04-15,fhrs_5_en-GB,5
Retailers - other,The Honey Pot,CF14 6LB,2020-02-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Hut,CF14 6LB,2018-11-29,fhrs_5_en-GB,5
Other catering premises,The Inflatable Arena,CF24 5EF,2018-12-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Italian Way,CF11 9AH,2019-06-19,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,The Ivy Cardiff,CF10 1GA,2019-12-17,fhrs_5_en-GB,5
Pub/bar/nightclub,The Kings Castle,CF11 9DU,2016-08-12,fhrs_4_en-GB,4
Retailers - other,The Kiosk,CF14 4HS,2019-12-16,fhrs_4_en-GB,4
Pub/bar/nightclub,The Lansdowne Public House,CF5 1LX,2020-09-28,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,The Lazy Leek,CF11 9DF,2018-06-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Lazy Leek,CF24 2LG,2018-01-12,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,The Learning Tree Day Nurseries Ltd,CF24 5XH,2020-01-17,fhrs_5_en-GB,5
Retailers - other,the lemon shop,CF24 2LU,2020-08-20,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Libertine,CF10 1PU,2020-03-06,fhrs_3_en-GB,3
Takeaway/sandwich shop,The Little Tandoori,CF5 4RD,2019-09-03,fhrs_3_en-GB,3
Pub/bar/nightclub,The Live Lounge,CF10 2AQ,2017-01-24,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Lotus House,CF3 3JX,2020-02-27,fhrs_4_en-GB,4
Pub/bar/nightclub,The Malsters Arms,CF14 1DD,2020-02-10,fhrs_4_en-GB,4
Takeaway/sandwich shop,The Market Munchbox,CF10 1AU,2019-10-25,fhrs_4_en-GB,4
Other catering premises,The Maypole Pantry,CF10 1AU,2016-09-06,fhrs_5_en-GB,5
Mobile caterer,The Med,CF14 1EH,2016-11-16,fhrs_5_en-GB,5
Other catering premises,The Med Shed,CF14 1EH,2018-03-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Meeting Room,CF24 4EP,2019-10-05,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Mocka Lounge,CF10 1FL,2019-11-29,fhrs_4_en-GB,4
Takeaway/sandwich shop,The Monsoon (Cardiff) Ltd Indian Takeaway,CF14 3NA,2019-05-23,fhrs_4_en-GB,4
Other catering premises,The Moos Coffee & Juice Ltd,CF14 3LY,2016-09-19,fhrs_5_en-GB,5
Takeaway/sandwich shop,The Naked Vegan,CF10 1AU,2020-02-06,fhrs_5_en-GB,5
Mobile caterer,The New Best Burger Van (outside),CF23 9AD,2018-10-10,fhrs_3_en-GB,3
Pub/bar/nightclub,The New Conway,CF11 9NW,2019-12-10,fhrs_3_en-GB,3
Pub/bar/nightclub,The New Fleur Sports And Social Club,CF24 5FX,2017-12-12,fhrs_5_en-GB,5
Pub/bar/nightclub,The New Inn,CF14 4AE,2019-03-26,fhrs_3_en-GB,3
Pub/bar/nightclub,The New Penn,CF23 9PW,2018-08-08,fhrs_2_en-GB,2
Other catering premises,The New Theatre,CF10 3LN,2012-05-18,fhrs_4_en-GB,4
Pub/bar/nightclub,The Newbridge Inn,CF3 1RR,2018-07-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,The Norwegian Church,CF10 4PA,2020-01-30,fhrs_4_en-GB,4
Pub/bar/nightclub,The Old Cottage,CF14 0UE,2016-09-15,fhrs_5_en-GB,5
Pub/bar/nightclub,The Old Cross Inn,CF3 4AJ,2020-02-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,The Olive Grove Cafe Ltd,CF24 1LZ,2019-11-07,fhrs_5_en-GB,5
Other catering premises,The One Mile Bakery,CF14 6HX,2017-02-27,fhrs_5_en-GB,5
